theta,omega,alpha,theta_next,omega_next,trajectory_id,split
0.7963425776279774,0.2807593935189516,-7.56264367801081,0.7987717166030021,0.20503848621559037,0,train
0.7987717166030021,0.20503848621559037,-7.580594641575263,0.8004428428686489,0.12916623014995998,0,train
0.8004428428686489,0.12916623014995998,-7.592918148423948,0.8013547239446592,0.05319879394336423,0,train
0.8013547239446592,0.05319879394336423,-7.599633913911274,0.8015066881987447,-0.022807806615653917,0,train
0.8015066881987447,-0.022807806615653917,-7.600752762601705,0.8008986237653013,-0.09879761895604798,0,train
0.8008986237653013,-0.09879761895604798,-7.596276504055769,0.7995309783647613,-0.17471466338428304,0,train
0.7995309783647613,-0.17471466338428304,-7.586197912116839,0.7974047600256551,-0.2505028430550933,0,train
0.7974047600256551,-0.2505028430550933,-7.570500807748397,0.794521538701099,-0.3261058552876956,0,train
0.794521538701099,-0.3261058552876956,-7.5491602452213975,0.7908834487610937,-0.40146710525888873,0,train
0.7908834487610937,-0.40146710525888873,-7.522142801192844,0.7864931923317313,-0.4765296230985143,0,train
0.7864931923317313,-0.4765296230985143,-7.489406965939417,0.7813540434421955,-0.5512359854038925,0,train
0.7813540434421955,-0.5512359854038925,-7.450903635703943,0.7754698529303308,-0.6255282421777395,0,train
0.7754698529303308,-0.6255282421777395,-7.4065767047683835,0.7688450540475877,-0.6993478501783007,0,train
0.7688450540475877,-0.6993478501783007,-7.356363755476304,0.7614846686943598,-0.7726356136504874,0,train
0.7614846686943598,-0.7726356136504874,-7.300196843983143,0.7533943142071577,-0.8453316333821167,0,train
0.7533943142071577,-0.8453316333821167,-7.23800337900753,0.7445802106097735,-0.917375264999296,0,train
0.7445802106097735,-0.917375264999296,-7.169707090287632,0.7350491882316198,-0.9887050873789022,0,train
0.7350491882316198,-0.9887050873789022,-7.095229082809115,0.7248086955878591,-1.0592588820133038,0,train
0.7248086955878591,-1.0592588820133038,-7.014488972165968,0.7138668074078308,-1.1289736241122765,0,train
0.7138668074078308,-1.1289736241122765,-6.927406095642941,0.7022322326907187,-1.1977854861688204,0,train
0.7022322326907187,-1.1977854861688204,-6.8339007927723365,0.6899143226604602,-1.2656298546486948,0,train
0.6899143226604602,-1.2656298546486948,-6.733895748225344,0.676923078485676,-1.3324413603874172,0,train
0.676923078485676,-1.3324413603874172,-6.627317388957001,0.6632691586249778,-1.3981539231928,0,train
0.6632691586249778,-1.3981539231928,-6.514097326546624,0.6489638856535033,-1.4627008110555302,0,train
0.6489638856535033,-1.4627008110555302,-6.394173834676392,0.6340192524230213,-1.5260147142646987,0,train
0.6340192524230213,-1.5260147142646987,-6.2674933506867205,0.6184479274055501,-1.5880278346096,0,train
0.6184479274055501,-1.5880278346096,-6.1340119891581715,0.6022632590692385,-1.6486719897238211,0,train
0.6022632590692385,-1.6486719897238211,-5.993697054517726,0.5854792791353627,-1.707878732493097,0,train
0.5854792791353627,-1.707878732493097,-5.8465285387769805,0.5681107045667873,-1.765579485305381,0,train
0.5681107045667873,-1.765579485305381,-5.692500589706539,0.5501729381412002,-1.82170568877107,0,train
0.5501729381412002,-1.82170568877107,-5.5316229340621845,0.5316820674669308,-1.8761889643846108,0,train
0.5316820674669308,-1.8761889643846108,-5.363922239931489,0.5126548623052531,-1.9289612904373519,0,train
0.5126548623052531,-1.9289612904373519,-5.1894434018921,0.4931087700707943,-1.979955190327342,0,train
0.4931087700707943,-1.979955190327342,-5.008250732491423,0.47306190939103904,-2.0291039322468647,0,train
0.47306190939103904,-2.0291039322468647,-4.8204290435966906,0.4525330616169305,-2.076341739065187,0,train
0.4525330616169305,-2.076341739065187,-4.626084601446192,0.43154166018919315,-2.1216040070647995,0,train
0.43154166018919315,-2.1216040070647995,-4.425345939775938,0.41010777777919055,-2.1648275320370214,0,train
0.41010777777919055,-2.1648275320370214,-4.218364516214282,0.38825211113879493,-2.205950741100047,0,train
0.38825211113879493,-2.205950741100047,-4.00531519823963,0.3659959636107775,-2.2449139284721618,0,train
0.3659959636107775,-2.2449139284721618,-3.7863965663852706,0.34336122526949087,-2.2816594933178265,0,train
0.34336122526949087,-2.2816594933178265,-3.5618310240466204,0.32037035068093866,-2.31613217768738,0,train
0.32037035068093866,-2.31613217768738,-3.331864705188352,0.29704633429151955,-2.348279302494846,0,train
